variant,basin_id,kind,variable,min,max,mean,violation_count,extra_max
Model6PhysicalFix_A_explicit_gate,1030500,flux,surface_runoff,4.8092340875882655e-05,47.30677032470703,1.2266491651535034,0,
Model6PhysicalFix_A_explicit_gate,1030500,flux,interflow,2.9615903063273663e-09,0.7241120934486389,0.0179001297801733,0,
Model6PhysicalFix_A_explicit_gate,1030500,flux,baseflow_capped,0.09354287385940552,1.7296664714813232,0.6231966614723206,0,
Model6PhysicalFix_A_explicit_gate,1030500,flux,groundwater_loss_capped,9.188677358906716e-05,2.8489675521850586,0.17868149280548096,0,
Model6PhysicalFix_A_explicit_gate,1030500,flux,channel_loss,0.0019258807878941298,0.5784951448440552,0.02415163628757,0,
Model6PhysicalFix_A_explicit_gate,1030500,flux,gate_loss,2.1245283278403804e-05,0.7707526683807373,0.017963536083698273,0,
Model6PhysicalFix_A_explicit_gate,1030500,flux,q_after_gate,0.09563388675451279,48.622432708740234,1.8677579164505005,0,
Model6PhysicalFix_A_explicit_gate,1030500,state,SMS,10.10080623626709,140.1400146484375,100.11502838134766,0,0.0
Model6PhysicalFix_A_explicit_gate,1030500,state,GW,9.93929386138916,87.83702087402344,35.157962799072266,0,
Model6PhysicalFix_A_explicit_gate,1030500,state,SNOWPACK,7.218989776447415e-05,357.7081298828125,41.23484420776367,0,
Model6PhysicalFix_A_explicit_gate,1030500,state,MELTWATER,7.302478479687124e-05,10.115189552307129,0.4792393147945404,0,
Model6PhysicalFix_A_explicit_gate,1031500,flux,rainfall,0.0,83.44000244140625,2.8468189239501953,0,
Model6PhysicalFix_A_explicit_gate,1031500,flux,snowfall,0.0,43.70000076293945,0.7743539810180664,0,
Model6PhysicalFix_A_explicit_gate,1031500,flux,snowmelt,-1.6097470506792888e-05,31.24367332458496,0.7920904159545898,88,
Model6PhysicalFix_A_explicit_gate,1031500,flux,interception_evaporation,-5.4764936066931114e-05,1.699710726737976,0.4462741017341614,1344,
Model6PhysicalFix_A_explicit_gate,1031500,flux,actual_ET,-2.14122082979884e-05,4.759058952331543,0.8228006958961487,15,
Model6PhysicalFix_A_explicit_gate,1031500,flux,infiltration,4.764858022099361e-05,62.846153259277344,2.4057674407958984,0,
Model6PhysicalFix_A_explicit_gate,1031500,flux,recharge_to_groundwater,7.813877687112836e-07,17.176054000854492,1.015101671218872,0,
Model6PhysicalFix_A_explicit_gate,1031500,flux,surface_runoff,4.610151518136263e-05,69.27429962158203,1.3182727098464966,0,
Model6PhysicalFix_A_explicit_gate,1031500,flux,interflow,5.999848395887852e-10,0.3792484402656555,0.014008479192852974,0,
Model6PhysicalFix_A_explicit_gate,1031500,flux,baseflow_capped,0.06133468821644783,2.614208698272705,0.861944317817688,0,
Model6PhysicalFix_A_explicit_gate,1031500,flux,groundwater_loss_capped,7.008799002505839e-05,2.5055670738220215,0.1506747007369995,0,
Model6PhysicalFix_A_explicit_gate,1031500,flux,channel_loss,0.00021682248916476965,0.47302311658859253,0.01708022505044937,0,
Model6PhysicalFix_A_explicit_gate,1031500,flux,gate_loss,1.2454733223421499e-05,0.3566071391105652,0.010923434048891068,0,
Model6PhysicalFix_A_explicit_gate,1031500,flux,q_after_gate,0.06628622114658356,70.68080139160156,2.194235324859619,0,
Model6PhysicalFix_A_explicit_gate,1031500,state,SMS,2.1864771842956543,91.83615112304688,68.0035400390625,0,0.0
Model6PhysicalFix_A_explicit_gate,1031500,state,GW,9.122593879699707,74.33362579345703,29.592557907104492,0,
Model6PhysicalFix_A_explicit_gate,1031500,state,SNOWPACK,7.218339305836707e-05,317.67449951171875,43.759769439697266,0,
Model6PhysicalFix_A_explicit_gate,1031500,state,MELTWATER,7.233425276353955e-05,4.475422382354736,0.19337144494056702,0,
Model6PhysicalFix_A_explicit_gate,1047000,flux,rainfall,0.0,94.27999877929688,2.7066152095794678,0,
Model6PhysicalFix_A_explicit_gate,1047000,flux,snowfall,0.0,42.62999725341797,0.7435466647148132,0,
Model6PhysicalFix_A_explicit_gate,1047000,flux,snowmelt,-1.5948311556712724e-05,33.16394805908203,0.7624615430831909,110,
Model6PhysicalFix_A_explicit_gate,1047000,flux,interception_evaporation,-5.477059676195495e-05,1.386144995689392,0.3771551251411438,1396,
Model6PhysicalFix_A_explicit_gate,1047000,flux,actual_ET,-2.3720687750028446e-05,4.821413993835449,0.8310942649841309,16,
Model6PhysicalFix_A_explicit_gate,1047000,flux,infiltration,4.773991531692445e-05,66.90469360351562,2.264835834503174,0,
Model6PhysicalFix_A_explicit_gate,1047000,flux,recharge_to_groundwater,2.3567301354887604e-07,17.65865135192871,0.9238728880882263,0,
Model6PhysicalFix_A_explicit_gate,1047000,flux,surface_runoff,4.678940604208037e-05,81.23637390136719,1.2948650121688843,0,
Model6PhysicalFix_A_explicit_gate,1047000,flux,interflow,9.635146847042364e-11,0.3852652311325073,0.01622917503118515,0,
Model6PhysicalFix_A_explicit_gate,1047000,flux,baseflow_capped,0.028350604698061943,2.3426260948181152,0.7583695650100708,0,
Model6PhysicalFix_A_explicit_gate,1047000,flux,groundwater_loss_capped,7.347037899307907e-05,2.94358491897583,0.16292302310466766,0,
Model6PhysicalFix_A_explicit_gate,1047000,flux,channel_loss,0.00020722531189676374,0.8192527890205383,0.02096494473516941,0,
Model6PhysicalFix_A_explicit_gate,1047000,flux,gate_loss,6.978697001613909e-06,0.46215957403182983,0.012136699631810188,0,
Model6PhysicalFix_A_explicit_gate,1047000,flux,q_after_gate,0.02941492758691311,81.94874572753906,2.069474458694458,0,
Model6PhysicalFix_A_explicit_gate,1047000,state,SMS,0.6330764293670654,103.02920532226562,76.2210464477539,0,0.0
Model6PhysicalFix_A_explicit_gate,1047000,state,GW,7.729496002197266,60.82268142700195,24.580642700195312,0,
Model6PhysicalFix_A_explicit_gate,1047000,state,SNOWPACK,7.218404061859474e-05,316.77093505859375,43.0324592590332,0,
Model6PhysicalFix_A_explicit_gate,1047000,state,MELTWATER,7.240090781124309e-05,4.979170322418213,0.22030343115329742,0,
Model6PhysicalFix_A_explicit_gate,1052500,flux,rainfall,0.0,71.48999786376953,2.7011797428131104,0,
Model6PhysicalFix_A_explicit_gate,1052500,flux,snowfall,0.0,47.439910888671875,1.0804426670074463,0,
Model6PhysicalFix_A_explicit_gate,1052500,flux,snowmelt,-1.533764043415431e-05,65.70833587646484,1.1039910316467285,31,
Model6PhysicalFix_A_explicit_gate,1052500,flux,interception_evaporation,-5.4774289310444146e-05,1.826136589050293,0.4587520956993103,1544,
Model6PhysicalFix_A_explicit_gate,1052500,flux,actual_ET,-2.107930777128786e-05,4.38225793838501,0.7170032262802124,9,
Model6PhysicalFix_A_explicit_gate,1052500,flux,infiltration,4.789566446561366e-05,41.324398040771484,2.423767328262329,0,
Model6PhysicalFix_A_explicit_gate,1052500,flux,recharge_to_groundwater,2.160156327590812e-06,12.820898056030273,1.0991617441177368,0,
Model6PhysicalFix_A_explicit_gate,1052500,flux,surface_runoff,4.6976623707450926e-05,84.06539916992188,1.4830116033554077,0,
Model6PhysicalFix_A_explicit_gate,1052500,flux,interflow,1.5950970544409415e-09,0.41313716769218445,0.019783373922109604,0,
Model6PhysicalFix_A_explicit_gate,1052500,flux,baseflow_capped,0.061863839626312256,2.7303450107574463,0.8458852171897888,0,
Model6PhysicalFix_A_explicit_gate,1052500,flux,groundwater_loss_capped,7.935512985568494e-05,3.74804949760437,0.2507445514202118,0,
Model6PhysicalFix_A_explicit_gate,1052500,flux,channel_loss,0.0001453680160921067,0.2914583086967468,0.008744275197386742,0,
Model6PhysicalFix_A_explicit_gate,1052500,flux,gate_loss,0.0,0.3317332863807678,0.013103421777486801,0,
Model6PhysicalFix_A_explicit_gate,1052500,flux,q_after_gate,0.06407951563596725,85.46114349365234,2.348690986633301,0,
Model6PhysicalFix_A_explicit_gate,1052500,state,SMS,6.744240760803223,101.37893676757812,80.97036743164062,0,0.0
Model6PhysicalFix_A_explicit_gate,1052500,state,GW,9.51657485961914,88.49333190917969,32.72832107543945,0,
Model6PhysicalFix_A_explicit_gate,1052500,state,SNOWPACK,7.218297105282545e-05,445.75958251953125,68.71583557128906,0,
Model6PhysicalFix_A_explicit_gate,1052500,state,MELTWATER,7.228892354760319e-05,5.574559211730957,0.23833824694156647,0,
Model6PhysicalFix_A_explicit_gate,1054200,flux,rainfall,0.0,123.91999816894531,3.2727231979370117,0,
Model6PhysicalFix_A_explicit_gate,1054200,flux,snowfall,0.0,60.209999084472656,0.9931269884109497,0,
Model6PhysicalFix_A_explicit_gate,1054200,flux,snowmelt,-1.5265230103977956e-05,32.231292724609375,1.0083236694335938,70,
Model6PhysicalFix_A_explicit_gate,1054200,flux,interception_evaporation,-5.4766496759839356e-05,1.7334158420562744,0.43772217631340027,1333,
Model6PhysicalFix_A_explicit_gate,1054200,flux,actual_ET,-2.084521111100912e-05,4.686707496643066,0.8051550984382629,7,
Model6PhysicalFix_A_explicit_gate,1054200,flux,infiltration,4.790128150489181e-05,47.55443572998047,2.556514263153076,0,
Model6PhysicalFix_A_explicit_gate,1054200,flux,recharge_to_groundwater,2.995891691170982e-06,13.596341133117676,1.0798293352127075,0,
Model6PhysicalFix_A_explicit_gate,1054200,flux,surface_runoff,4.7515899495920166e-05,118.74751281738281,1.9208884239196777,0,
Model6PhysicalFix_A_explicit_gate,1054200,flux,interflow,5.207791531347539e-09,0.33486226201057434,0.019003145396709442,0,
Model6PhysicalFix_A_explicit_gate,1054200,flux,baseflow_capped,0.02899574674665928,2.809483289718628,0.8660719394683838,0,
Model6PhysicalFix_A_explicit_gate,1054200,flux,groundwater_loss_capped,7.968431600602344e-05,3.3735837936401367,0.21243388950824738,0,
Model6PhysicalFix_A_explicit_gate,1054200,flux,channel_loss,0.00010950425348710269,0.6768268346786499,0.01680220104753971,0,
Model6PhysicalFix_A_explicit_gate,1054200,flux,gate_loss,0.0,0.46054649353027344,0.015442072413861752,0,
Model6PhysicalFix_A_explicit_gate,1054200,flux,q_after_gate,0.030331773683428764,119.86984252929688,2.8059744834899902,0,
Model6PhysicalFix_A_explicit_gate,1054200,state,SMS,11.649842262268066,104.35337829589844,83.47662353515625,0,0.0
Model6PhysicalFix_A_explicit_gate,1054200,state,GW,5.221606731414795,51.73691940307617,19.352317810058594,0,
Model6PhysicalFix_A_explicit_gate,1054200,state,SNOWPACK,7.218051177915186e-05,385.33856201171875,57.742881774902344,0,
Model6PhysicalFix_A_explicit_gate,1054200,state,MELTWATER,7.203381392173469e-05,2.8949379920959473,0.15002134442329407,0,
Model6PhysicalFix_A_explicit_gate,1055000,flux,rainfall,0.0,92.31000518798828,2.7468926906585693,0,
Model6PhysicalFix_A_explicit_gate,1055000,flux,snowfall,0.0,44.090003967285156,0.8742768168449402,0,
Model6PhysicalFix_A_explicit_gate,1055000,flux,snowmelt,-1.528379289084114e-05,38.74955749511719,0.891325831413269,68,
Model6PhysicalFix_A_explicit_gate,1055000,flux,interception_evaporation,-5.476567457662895e-05,1.831498384475708,0.4369298219680786,1433,
Model6PhysicalFix_A_explicit_gate,1055000,flux,actual_ET,-1.911941944854334e-05,4.3749895095825195,0.7526053786277771,7,
Model6PhysicalFix_A_explicit_gate,1055000,flux,infiltration,4.7560544771840796e-05,73.83647155761719,2.1495094299316406,0,
Model6PhysicalFix_A_explicit_gate,1055000,flux,recharge_to_groundwater,5.348400122784369e-07,14.928613662719727,0.8887984156608582,0,
Model6PhysicalFix_A_explicit_gate,1055000,flux,surface_runoff,4.6807126636849716e-05,86.40779113769531,1.5235562324523926,0,
Model6PhysicalFix_A_explicit_gate,1055000,flux,interflow,2.548163902105216e-10,0.28110837936401367,0.013346485793590546,0,
Model6PhysicalFix_A_explicit_gate,1055000,flux,baseflow_capped,0.041230905801057816,2.0044758319854736,0.713483989238739,0,
Model6PhysicalFix_A_explicit_gate,1055000,flux,groundwater_loss_capped,7.569260196760297e-05,2.945220947265625,0.17271460592746735,0,
Model6PhysicalFix_A_explicit_gate,1055000,flux,channel_loss,0.00020939424575772136,0.508662223815918,0.015510957688093185,0,
Model6PhysicalFix_A_explicit_gate,1055000,flux,gate_loss,1.05709823401412e-05,0.3030421733856201,0.01067270152270794,0,
Model6PhysicalFix_A_explicit_gate,1055000,flux,q_after_gate,0.04286513477563858,87.09407043457031,2.2503974437713623,0,
Model6PhysicalFix_A_explicit_gate,1055000,state,SMS,1.4084206819534302,98.07194519042969,75.49034881591797,0,0.0
Model6PhysicalFix_A_explicit_gate,1055000,state,GW,6.911895275115967,55.578575134277344,23.616344451904297,0,
Model6PhysicalFix_A_explicit_gate,1055000,state,SNOWPACK,7.218177779577672e-05,370.29473876953125,54.15732955932617,0,
Model6PhysicalFix_A_explicit_gate,1055000,state,MELTWATER,7.216547965072095e-05,3.794914484024048,0.17234686017036438,0,
Model6PhysicalFix_A_explicit_gate,1057000,flux,rainfall,0.0,111.69000244140625,3.097710132598877,0,
Model6PhysicalFix_A_explicit_gate,1057000,flux,snowfall,0.0,126.66000366210938,0.7042423486709595,0,
Model6PhysicalFix_A_explicit_gate,1057000,flux,snowmelt,-1.5217092368402518e-05,27.309524536132812,0.7178407907485962,130,
Model6PhysicalFix_A_explicit_gate,1057000,flux,interception_evaporation,-5.47643139725551e-05,1.551485538482666,0.39256876707077026,1125,
Model6PhysicalFix_A_explicit_gate,1057000,flux,actual_ET,-1.889221130113583e-05,4.54317569732666,0.9305874109268188,8,
Model6PhysicalFix_A_explicit_gate,1057000,flux,infiltration,4.7304325562436134e-05,78.77880859375,2.5664377212524414,0,
Model6PhysicalFix_A_explicit_gate,1057000,flux,recharge_to_groundwater,1.561556587148516e-06,17.588993072509766,1.0151654481887817,0,
Model6PhysicalFix_A_explicit_gate,1057000,flux,surface_runoff,4.703948070527986e-05,89.90309143066406,1.4288743734359741,0,
Model6PhysicalFix_A_explicit_gate,1057000,flux,interflow,4.219436355867856e-09,0.5263856053352356,0.024429870769381523,0,
Model6PhysicalFix_A_explicit_gate,1057000,flux,baseflow_capped,0.036383938044309616,2.8253748416900635,0.8316068649291992,0,
Model6PhysicalFix_A_explicit_gate,1057000,flux,groundwater_loss_capped,7.972303137648851e-05,3.058338165283203,0.18183352053165436,0,
Model6PhysicalFix_A_explicit_gate,1057000,flux,channel_loss,0.0005063004791736603,2.161334276199341,0.04036475718021393,0,
Model6PhysicalFix_A_explicit_gate,1057000,flux,gate_loss,0.0,0.7202988266944885,0.018427832052111626,0,
Model6PhysicalFix_A_explicit_gate,1057000,flux,q_after_gate,0.037974417209625244,91.10531616210938,2.2849223613739014,0,
Model6PhysicalFix_A_explicit_gate,1057000,state,SMS,18.141897201538086,158.1710662841797,119.48139190673828,0,0.0
Model6PhysicalFix_A_explicit_gate,1057000,state,GW,4.366180896759033,61.845211029052734,20.821041107177734,0,
Model6PhysicalFix_A_explicit_gate,1057000,state,SNOWPACK,7.21835094736889e-05,312.51995849609375,37.00210952758789,0,
Model6PhysicalFix_A_explicit_gate,1057000,state,MELTWATER,7.226677553262562e-05,4.222249984741211,0.19695326685905457,0,
Model6PhysicalFix_A_explicit_gate,1073000,flux,rainfall,2.3401684354224445e-42,159.4199981689453,3.2586722373962402,0,
Model6PhysicalFix_A_explicit_gate,1073000,flux,snowfall,0.0,47.9295768737793,0.469260036945343,0,
Model6PhysicalFix_A_explicit_gate,1073000,flux,snowmelt,-1.5950157830957323e-05,18.6605281829834,0.47807538509368896,164,
Model6PhysicalFix_A_explicit_gate,1073000,flux,interception_evaporation,-5.476313890540041e-05,1.4785921573638916,0.36221233010292053,692,
Model6PhysicalFix_A_explicit_gate,1073000,flux,actual_ET,-2.6995723601430655e-05,4.920043468475342,1.110445261001587,14,
Model6PhysicalFix_A_explicit_gate,1073000,flux,infiltration,4.760569572681561e-05,88.58079528808594,2.8027052879333496,0,
Model6PhysicalFix_A_explicit_gate,1073000,flux,recharge_to_groundwater,1.3971066437079571e-06,18.16631507873535,1.0780130624771118,0,
Model6PhysicalFix_A_explicit_gate,1073000,flux,surface_runoff,4.700366480392404e-05,146.2047119140625,1.1540038585662842,0,
Model6PhysicalFix_A_explicit_gate,1073000,flux,interflow,1.3623278061203337e-09,0.8412102460861206,0.022294627502560616,0,
Model6PhysicalFix_A_explicit_gate,1073000,flux,baseflow_capped,0.035913918167352676,3.3186540603637695,0.9409568905830383,0,
Model6PhysicalFix_A_explicit_gate,1073000,flux,groundwater_loss_capped,6.859979475848377e-05,3.471757411956787,0.1368759572505951,0,
Model6PhysicalFix_A_explicit_gate,1073000,flux,channel_loss,0.003209093352779746,3.389392375946045,0.04824581369757652,0,
Model6PhysicalFix_A_explicit_gate,1073000,flux,gate_loss,0.0,0.43938031792640686,0.010464714840054512,0,
Model6PhysicalFix_A_explicit_gate,1073000,flux,q_after_gate,0.03732844069600105,147.16299438476562,2.117265462875366,0,
Model6PhysicalFix_A_explicit_gate,1073000,state,SMS,7.969566345214844,185.08251953125,126.45037841796875,0,0.0
Model6PhysicalFix_A_explicit_gate,1073000,state,GW,6.5817036628723145,80.11795043945312,26.94610595703125,0,
Model6PhysicalFix_A_explicit_gate,1073000,state,SNOWPACK,7.218321843538433e-05,152.44210815429688,13.285362243652344,0,
Model6PhysicalFix_A_explicit_gate,1073000,state,MELTWATER,7.231230847537518e-05,2.4982750415802,0.07915415614843369,0,
Model6PhysicalFix_A_explicit_gate,1078000,flux,rainfall,0.0,126.77999877929688,3.0557568073272705,0,
Model6PhysicalFix_A_explicit_gate,1078000,flux,snowfall,0.0,49.93293380737305,0.684048593044281,0,
Model6PhysicalFix_A_explicit_gate,1078000,flux,snowmelt,-1.551882814965211e-05,24.919706344604492,0.702695369720459,117,
Model6PhysicalFix_A_explicit_gate,1078000,flux,interception_evaporation,-5.476540536619723e-05,1.6877573728561401,0.3936503231525421,1093,
Model6PhysicalFix_A_explicit_gate,1078000,flux,actual_ET,-2.2933410946279764e-05,4.597916603088379,0.9735285639762878,10,
Model6PhysicalFix_A_explicit_gate,1078000,flux,infiltration,4.7379216994158924e-05,73.89253997802734,2.5887460708618164,0,
Model6PhysicalFix_A_explicit_gate,1078000,flux,recharge_to_groundwater,1.3234698599262629e-06,17.994098663330078,1.046932339668274,0,
Model6PhysicalFix_A_explicit_gate,1078000,flux,surface_runoff,4.698280099546537e-05,91.19834899902344,1.295771837234497,0,
Model6PhysicalFix_A_explicit_gate,1078000,flux,interflow,9.197584915909829e-10,0.6354250907897949,0.02718052826821804,0,
Model6PhysicalFix_A_explicit_gate,1078000,flux,baseflow_capped,0.025752020999789238,2.6027016639709473,0.7865689396858215,0,
Model6PhysicalFix_A_explicit_gate,1078000,flux,groundwater_loss_capped,8.44812166178599e-05,3.836552619934082,0.2598070800304413,0,
Model6PhysicalFix_A_explicit_gate,1078000,flux,channel_loss,0.0009294691844843328,1.9908881187438965,0.03945985063910484,0,
Model6PhysicalFix_A_explicit_gate,1078000,flux,gate_loss,2.8752406251442153e-06,0.6953855156898499,0.015771621838212013,0,
Model6PhysicalFix_A_explicit_gate,1078000,flux,q_after_gate,0.02678198739886284,92.10552215576172,2.1095335483551025,0,
Model6PhysicalFix_A_explicit_gate,1078000,state,SMS,6.624088287353516,146.42727661132812,109.23258209228516,0,0.0
Model6PhysicalFix_A_explicit_gate,1078000,state,GW,4.616619110107422,59.5359992980957,20.92026710510254,0,
Model6PhysicalFix_A_explicit_gate,1078000,state,SNOWPACK,7.218425889732316e-05,274.86871337890625,31.175458908081055,0,
Model6PhysicalFix_A_explicit_gate,1078000,state,MELTWATER,7.24164056009613e-05,5.056135177612305,0.20889471471309662,0,
Model6PhysicalFix_A_explicit_gate,1118300,flux,rainfall,4.158630537875954e-36,139.19000244140625,3.8113977909088135,0,
Model6PhysicalFix_A_explicit_gate,1118300,flux,snowfall,0.0,28.649200439453125,0.21832773089408875,0,
Model6PhysicalFix_A_explicit_gate,1118300,flux,snowmelt,-1.5951794921420515e-05,17.488689422607422,0.22090069949626923,208,
Model6PhysicalFix_A_explicit_gate,1118300,flux,interception_evaporation,-3.091349208261818e-05,2.6091525554656982,0.46472883224487305,290,
Model6PhysicalFix_A_explicit_gate,1118300,flux,actual_ET,-2.1768908482044935e-05,4.841524600982666,1.0471165180206299,16,
Model6PhysicalFix_A_explicit_gate,1118300,flux,infiltration,4.699694545706734e-05,62.32058334350586,2.9096949100494385,0,
Model6PhysicalFix_A_explicit_gate,1118300,flux,recharge_to_groundwater,7.169493301262264e-07,20.670866012573242,1.2886513471603394,0,
Model6PhysicalFix_A_explicit_gate,1118300,flux,surface_runoff,4.650810660677962e-05,132.78465270996094,1.2011594772338867,0,
Model6PhysicalFix_A_explicit_gate,1118300,flux,interflow,1.0505563086127268e-09,0.8727062940597534,0.02932644821703434,0,
Model6PhysicalFix_A_explicit_gate,1118300,flux,baseflow_capped,0.025101004168391228,3.5797736644744873,1.097117304801941,0,
Model6PhysicalFix_A_explicit_gate,1118300,flux,groundwater_loss_capped,6.441515870392323e-05,2.5091803073883057,0.19156301021575928,0,
Model6PhysicalFix_A_explicit_gate,1118300,flux,channel_loss,0.003148807445541024,2.861313819885254,0.06060665100812912,0,
Model6PhysicalFix_A_explicit_gate,1118300,flux,gate_loss,0.0,0.5023905634880066,0.013860453851521015,0,
Model6PhysicalFix_A_explicit_gate,1118300,flux,q_after_gate,0.02609824389219284,135.00445556640625,2.3276126384735107,0,
Model6PhysicalFix_A_explicit_gate,1118300,state,SMS,4.755008220672607,167.0372314453125,121.69063568115234,0,0.0
Model6PhysicalFix_A_explicit_gate,1118300,state,GW,7.887659549713135,72.17683410644531,27.50100326538086,0,
Model6PhysicalFix_A_explicit_gate,1118300,state,SNOWPACK,7.218380051199347e-05,85.90460968017578,2.450288772583008,0,
Model6PhysicalFix_A_explicit_gate,1118300,state,MELTWATER,7.232048665173352e-05,1.3920164108276367,0.01512838713824749,0,
Model6PhysicalFix_A_explicit_gate,1121000,flux,rainfall,2.1832370204027082e-40,111.5300064086914,3.4147109985351562,0,
Model6PhysicalFix_A_explicit_gate,1121000,flux,snowfall,0.0,49.10419845581055,0.3447381854057312,0,
Model6PhysicalFix_A_explicit_gate,1121000,flux,snowmelt,-1.5606787201249972e-05,24.7447509765625,0.34818539023399353,161,
Model6PhysicalFix_A_explicit_gate,1121000,flux,interception_evaporation,-5.475747457239777e-05,2.715693473815918,0.5115127563476562,529,
