basin_id,max_realized_arz_mm,p_mean,pet_mean,mean_lai,slope_mean,sand_frac
1013500,110.14280319213869,3.126679,1.9715545,1.5626871585845947,21.64152,27.841827
1022500,119.05851364135742,3.608126,2.119256,2.096466302871704,17.79072,59.390156
1030500,88.46448588371277,3.2744052,2.0435936,1.873459815979004,12.79195,32.23546
1031500,61.88454079627991,3.5229568,2.0713236,2.0413265228271484,29.56035,35.26903
1047000,74.33795523643494,3.3231459,2.0900238,2.028841257095337,49.92122,55.16313
1052500,79.29218578338623,3.7308583,2.0964231,1.9641575813293457,60.05183,30.557667
1054200,63.59099984169006,4.067132,2.128355,2.1470961570739746,90.13951,58.376167
1055000,69.0480135679245,3.4941835,2.0932353,2.003358602523804,72.81304,53.86201
1057000,90.11838722229004,3.5704997,2.1327438,2.2090158462524414,32.68445,69.00674
1073000,145.27253532409668,3.5030253,2.2076156,2.3565239906311035,4.75043,56.57096
1078000,116.15771436691284,3.5628884,2.1841445,2.279695510864258,49.77182,69.15741
1118300,135.39688205718994,3.8974304,2.310037,0.568051278591156,8.76539,60.60784
1121000,151.77634525299072,3.7195907,2.3014085,2.2351205348968506,16.99385,55.813946
1123000,166.96640968322754,3.8242424,2.3063335,2.246103048324585,17.14893,52.746895
1134500,67.51903867721558,3.4674127,2.0916982,1.9002509117126465,47.54354,42.585995
1137500,97.69586563110352,3.9841917,2.144046,2.11991810798645,110.13062,53.800583
1139000,69.40082502365112,3.1345475,2.1139803,2.2130331993103027,43.10796,44.456615
1139800,86.5410509109497,3.3035154,2.1271853,2.038743019104004,40.99895,45.314804
1142500,107.64944744110107,3.3146708,2.1470468,0.4620721042156219,46.92575,43.406597
1144000,75.51873731613159,3.4208596,2.1577404,2.012979507446289,60.29261,44.95952
1162500,154.70120811462402,3.7835345,2.2574904,2.457942247390747,18.45782,65.48676
1169000,126.292010307312,3.9211664,2.2525165,2.347780704498291,49.54362,42.507763
1170100,147.38332748413086,3.8945818,2.2427874,2.371295928955078,49.33091,48.43241
1181000,130.5263376235962,3.815024,2.2660987,2.2873122692108154,33.2844,47.767475
1187300,141.28777885437012,3.9506078,2.2805977,2.3950090408325195,38.2676,47.012993
1195100,175.10011672973633,3.6824818,2.3539932,0.5832858681678772,7.9307,58.888477
1333000,97.21374750137328,3.7046392,2.2127185,1.9295083284378047,74.78725,38.44173
1350000,100.73582077026369,3.869796,2.246002,2.030884265899658,88.25169,33.154682
1350080,99.04630374908449,3.4928255,2.2390327,2.2122673988342285,60.00338,33.34908
1350140,92.86544752120972,3.5014224,2.2405012,2.344235181808472,61.8248,22.780972
1365000,101.65335083007812,4.211436,2.3029542,2.162531852722168,51.87268,26.218483
1411300,227.497522354126,3.1754496,2.5349438,1.2994143962860107,2.0326,39.68934
1413500,93.24471378326416,3.8325462,2.2347655,1.8176499605178835,69.6517,31.421572
1414500,94.85585403442384,3.9799712,2.229746,1.854433536529541,59.57585,25.055906
1415000,86.9542350769043,3.7731225,2.2375114,1.9055591821670528,64.53263,31.300629
1423000,89.02681541442871,3.7037604,2.22676,1.8020957708358765,49.86765,35.548695
1434025,91.27542114257812,4.437002,2.2724345,0.5041308999061584,59.4071,25.075506
1435000,103.00413036346436,4.3176537,2.297073,2.063171863555908,54.94492,28.250343
1439500,150.61253786087036,3.683258,2.344558,2.199951648712158,22.25987,40.97318
1440000,175.97258758544922,3.5498931,2.343016,2.3093419075012207,28.80165,32.953255
1440400,136.59619140625,3.7533512,2.3363903,2.177333354949951,26.46515,36.56708
1451800,119.59404492378236,3.5032074,2.418851,1.3364708423614502,14.8941,32.128662
1466500,398.1167984008789,3.5398371,3.059821,0.7002847194671631,2.53456,83.366425
1484100,264.46118545532227,3.321273,2.6026144,0.6664897799491882,1.03721,58.691647
1485500,214.346866607666,3.2405791,2.6302996,1.5905017852783203,1.66864,53.02733
1486000,184.4358253479004,3.2744162,2.6748276,2.693206548690796,1.47125,42.111603
1487000,261.415584564209,3.339039,2.6075702,1.2984445095062256,1.09998,38.682617
1491000,215.4969024658203,3.305076,2.592456,1.6486042737960815,1.41948,33.002945
1510000,93.3343186378479,3.4622943,2.2408202,2.1468546390533447,28.76423,25.245626
1516500,112.7346420288086,3.1826434,2.2661054,2.085386276245117,29.79686,29.82002
1518862,108.7711877822876,3.0316412,2.267785,1.9448665380477903,37.28156,26.92625
1532000,76.00557088851929,3.1950786,2.2969074,2.105995178222656,40.91626,31.888773
1539000,108.0985598564148,3.4234278,2.360102,2.234499454498291,32.47937,32.846897
1542810,62.84610939025879,3.4225285,2.2687528,0.5441381335258484,45.55723,31.018126
1543000,60.63971710205078,3.3900192,2.2766767,0.5018248558044434,36.53752,33.937084
1543500,64.1481499671936,3.4089296,2.2839265,1.972620964050293,31.28232,35.5934
1544500,86.91996097564697,3.3635194,2.2906952,1.9417884349823,36.26274,36.292084
1545600,77.2927873134613,3.384575,2.298032,2.132652521133423,53.68312,46.610535
1547700,118.96707248687744,3.135013,2.347398,2.2985849380493164,43.0263,30.568136
1548500,86.49588298797607,3.1533456,2.2717822,2.005390167236328,39.14167,29.482933
1549500,80.91313171386719,3.3322258,2.2938082,2.107299327850342,32.39343,31.289299
1550000,81.99585008621216,3.369766,2.2929072,2.1482949256896973,46.28526,27.68659
1552000,77.45501232147217,3.4769979,2.311664,2.2257235050201416,37.27533,33.443634
1552500,94.03700733184814,3.6230855,2.2919993,2.0802931785583496,46.46363,33.79184
1557500,116.06482982635498,3.1530993,2.359596,2.218838930130005,38.17147,36.556206
1567500,132.62811660766602,3.2128391,2.4338138,0.5002805590629578,46.47316,26.441612
1568000,122.29293060302734,3.3297017,2.4249542,2.3168344497680664,34.52646,37.515636
1580000,289.2870674133301,3.4317276,2.5272524,1.5702826976776123,12.44242,29.429628
1583500,285.6236743927002,3.262126,2.5528965,1.9800442457199097,13.67585,32.44556
1586610,315.26890563964844,3.3046613,2.544048,1.5644937753677368,11.85286,29.02656
1591400,308.3050003051758,3.285006,2.6240234,1.514816164970398,7.79146,26.135166
1594950,71.10440063476562,3.9211032,2.4534342,0.5950629711151123,37.38218,38.625
1596500,104.23028135299684,3.3142655,2.4368675,2.0269811153411865,53.96684,32.224224
1605500,106.59329223632812,3.2096891,2.5165718,0.551510751247406,70.44106,43.148857
1606500,75.55484437942505,3.363477,2.4990559,2.3678040504455566,75.86214,36.48169
1613050,120.92870283126832,3.088505,2.446746,2.5264317989349365,35.54433,43.750717
1620500,94.54138803482056,3.398616,2.5277178,2.493155002593994,74.979,43.24542
1632000,104.59570646286012,2.9310403,2.549988,2.599442958831787,51.70815,39.078472
1632900,198.74969100952148,2.9081123,2.5928292,1.981405019760132,48.62437,29.709177
1634500,126.81140232086182,2.97918,2.523664,2.6034750938415527,47.4082,39.03887
1638480,216.34471702575684,3.034423,2.5581172,1.8466660976409912,16.88797,40.762794
1639500,211.29043769836423,3.233239,2.535295,1.387609839439392,11.61235,23.206089
1644000,158.55631637573242,3.0476482,2.5575616,1.8457509279251096,23.95326,36.504852
1658500,151.74502849578855,3.2181396,2.6854572,0.6322511434555054,6.88385,44.733334
1664000,162.3313217163086,3.149028,2.5720038,2.3807406425476074,30.32647,36.175465
1666500,161.1001148223877,3.2009118,2.6581264,0.5448346138000488,24.98287,34.653484
1667500,150.13391780853271,3.2079823,2.6881564,2.4454500675201416,23.44026,30.770037
1669000,225.83215141296387,3.1969733,2.6780539,2.652825117111206,4.09652,65.26667
1669520,211.6996784210205,3.2731595,2.6901512,2.6060774326324463,4.97296,60.94009
2011400,133.5157618522644,3.2885654,2.5430496,2.2935690879821777,73.92744,44.101074
2011460,91.35728693008424,3.4042668,2.5167434,2.1069281101226807,77.10338,43.492207
2013000,104.6350073814392,3.0362766,2.59556,2.357637405395508,70.85988,43.388138
2014000,112.6681776046753,3.1245735,2.5485291,2.35494327545166,73.63034,43.6377
2015700,124.48455905914308,3.1955194,2.5377507,0.5456172227859497,68.72646,48.85573
2016000,110.9599859714508,3.1448145,2.5738196,2.538758039474488,66.42056,43.341045
2017500,124.36783504486084,3.0252976,2.5990396,0.5337653756141663,69.63081,44.35471
2018000,115.42321920394896,3.0557644,2.6207826,2.574531316757202,66.96658,44.859566
2027000,145.72681999206543,3.4678864,2.6447897,2.3593547344207764,57.5512,28.855104
2027500,120.66437911987305,3.6655345,2.64077,2.386445999145508,52.51564,21.216665
2028500,187.81411457061768,3.3264477,2.5970016,2.6063053607940674,66.86826,33.835945
2038850,260.0400581359863,3.1496153,2.8894482,2.79187536239624,9.80131,22.18412
2046000,177.44990062713623,3.2688637,2.749041,2.803269386291504,6.04481,30.895796
2051000,330.8806838989258,3.170865,2.7190218,0.7275631427764893,7.49999,24.01428
2051500,178.2094268798828,3.1902738,2.976969,2.707298994064331,6.85615,27.784338
2053200,191.6860313415528,3.3339314,2.7969422,1.5761942863464355,2.20328,45.77058
2053800,200.9943580627441,3.2280562,2.6674695,2.5300981998443604,36.16538,32.457653
2055100,200.76442527771,3.05623,2.664368,1.717661738395691,38.79042,22.194899
2056900,268.4499816894531,3.1793442,2.7052584,2.52549409866333,33.49522,36.539566
2059500,236.42501640319824,3.0996168,3.2012396,2.174107789993286,27.0257,36.35019
2064000,213.015944480896,3.0954962,2.926439,2.480491876602173,9.95686,25.811737
2065500,194.60905838012687,3.1328638,3.6952758,2.741325855255127,10.06294,27.25968
2069700,254.5669479370117,3.5226104,2.7169008,2.6857564449310303,23.01829,26.635063
2070000,263.1084098815918,3.3003533,3.761618,2.728186845779419,12.22606,29.27861
2074500,241.44605445861816,3.27095,3.4223552,1.7008317708969116,10.70863,31.693817
2077200,196.9600515365601,3.278397,2.8608415,1.6391631364822388,7.08453,14.910439
2081500,147.66350936889648,3.2665792,2.79156,2.096917629241944,6.46534,24.664988
2082950,151.19306087493896,3.2631156,3.158054,2.695657253265381,6.54582,40.067245
2092500,209.15668106079104,3.7827911,3.2678006,1.6258890628814695,2.57074,59.90724
2096846,260.96630668640137,3.346204,3.1901376,2.796954870223999,7.73462,24.406385
2102908,303.18711853027344,3.3550677,3.0197144,1.5115156173706057,10.48159,71.0
2108000,212.53332901000977,3.8103683,3.2078376,1.3777546882629397,3.14028,62.161343
2111180,220.0095291137696,3.7156687,2.7206385,2.7318336963653564,56.42993,39.970818
2111500,276.8406162261963,3.582835,2.944953,2.79453444480896,35.95807,33.97853
2112120,300.85507583618164,3.558816,2.799707,2.678406953811645,35.93547,37.302273
2112360,258.9243049621582,3.4403532,2.8608367,2.574917793273926,23.71832,34.815697
2118500,309.2520408630371,3.4977207,2.8543432,2.002598285675049,18.17467,31.088177
2125000,97.10235595703124,3.2335181,3.078638,1.5976401567459106,9.32187,15.917133
2128000,151.0990219116211,3.2406762,2.9376786,2.585052967071533,8.97028,23.296522
2137727,268.12767601013184,3.9813182,2.7662776,2.2542800903320312,65.11037,40.518635
2140991,215.1163482666016,3.727755,2.7683425,2.4780492782592773,43.76522,43.129597
2143000,276.52813720703125,3.7044983,2.9176376,2.1665260791778564,27.07084,37.190594
2143040,259.6096000671387,4.0458493,2.8104184,1.059922456741333,33.1444,37.147396
2149000,308.46532440185547,3.8215976,2.9940906,2.755861520767212,39.54624,39.77791
2152100,293.8793468475342,3.773462,3.1097207,2.8601937294006348,40.11642,37.498
2177000,425.5679473876953,5.374478,2.8116422,2.2702174186706543,47.86459,34.990936
2178400,376.0083312988281,5.2130923,2.8121414,2.5882246494293213,59.8088,37.232147
2193340,296.98193740844727,3.2740657,3.0247023,1.9950463771820068,7.49879,36.62856
2196000,164.84421253204346,3.3244667,3.905833,1.6084884405136108,7.2448,24.29309
2198100,264.0171413421631,3.3192184,3.6032202,1.6319907903671265,5.25896,63.446556
2202600,174.0192675590515,3.3413649,3.1650188,1.5658890008926392,2.40016,70.51919
2212600,230.697006225586,3.3718727,4.0176754,1.9320862293243408,7.25507,37.534
2215100,215.83251953125,3.3543983,3.1587017,1.3362048864364624,4.53352,58.95766
2216180,199.69590425491333,3.409098,3.189064,1.8050373792648315,5.30253,67.11957
2221525,364.6347217559815,3.359124,3.1424088,1.922109007835388,7.55177,39.320026
2231000,216.20869541168213,3.7194319,3.4048727,1.9919582605361936,2.187,72.56258
2231342,200.08066177368164,3.783495,3.4984004,1.554702639579773,0.94602,90.2848
2235200,368.51603507995605,3.7435017,4.1242127,1.844327449798584,3.67575,77.354294
2245500,212.0934772491455,3.7559905,3.8102221,1.5947014093399048,4.14377,85.97118
2246000,171.85045194625854,3.703221,3.286836,1.6542446613311768,4.00959,86.42178
2296500,278.7318992614746,3.6802464,3.5079975,1.4898759126663208,1.71633,86.1627
2297155,256.3093740940094,3.9681163,3.8671913,1.4101561307907104,1.24624,91.15886
2297310,175.63445234298706,3.841662,4.0429068,1.5300039052963257,1.18116,88.97381
2298123,184.2841749191284,3.6844475,3.5255775,1.4911268949508667,0.82221,84.683975
2298608,181.6393225193024,3.896312,3.6225574,1.469712257385254,1.6186,87.93244
2299950,150.5670304298401,3.9627721,3.5227084,1.3136035203933716,1.61485,91.975845
2300700,138.64165765047073,3.896497,4.3532896,1.2190850973129272,2.88661,87.13999
2310947,305.3338851928711,3.760805,3.547327,1.5897152423858645,1.87911,78.70131
2312200,345.5353584289551,3.5931458,3.7802346,1.6030185222625732,1.64182,84.89484
2314500,314.375638961792,3.6519246,3.4779184,0.677331805229187,1.56449,69.06051
2315500,324.1751976013184,3.6672785,3.7085364,1.830439567565918,2.02123,71.20987
2324400,492.2525787353516,3.851673,3.816533,2.126434326171875,0.92155,37.220737
2327100,134.12625122070312,4.1684,3.2689037,1.8871394395828247,1.56064,63.366264
2342933,301.9612236022949,3.8146038,3.2751064,1.7062605619430542,7.99022,57.655487
2349900,233.784481048584,3.391477,3.1570308,1.1163791418075562,3.41104,59.615303
2350900,297.7120361328125,3.6358206,3.1564844,1.6699581146240234,6.74759,64.54192
2361000,225.2784595489502,3.9580424,3.2905831,1.7068897485733032,8.27039,63.35999
2363000,324.1463890075684,3.960397,4.1713114,1.8184741735458367,7.57689,58.0461
2369800,332.0167541503906,4.619825,3.717416,1.4898574352264404,4.2203,57.302135
2371500,292.6996650695801,3.9699836,3.147583,1.4121384620666504,7.42604,50.042484
2372250,314.82051849365234,3.983117,3.14446,1.6471554040908811,7.29973,56.655487
2374500,351.4403648376465,4.4196234,4.348987,1.2573314905166626,7.40892,52.77085
2381600,147.20512580871582,4.2715497,3.0142467,2.6832079887390137,35.2973,16.849026
2384540,229.42462158203125,4.9278274,2.7857018,2.9320363998413086,93.55977,39.37367
2395120,281.39598846435547,3.753707,2.9469426,1.2477784156799316,9.60933,22.522936
2408540,295.9703617095947,4.065551,3.1359894,2.066417932510376,15.57552,25.825294
2415000,308.4201431274414,4.055131,3.0005956,1.767316460609436,12.25237,28.78416
2422500,339.76342010498047,3.9980738,3.080677,1.8852839469909668,11.05647,35.772484
2427250,240.4013519287109,4.0434155,3.9715807,1.5177459716796875,6.93052,24.90272
2430085,378.06578826904297,4.232671,2.9471962,1.79411518573761,6.72984,46.043842
2430615,412.3408279418945,4.2412195,2.95051,2.3331995010375977,6.11799,46.2
2450250,163.94919753074646,4.4095454,3.0638826,2.825782299041748,12.27321,29.22051
2464000,187.5205020904541,4.2723093,3.0024033,2.57946252822876,9.66599,18.683857
2464146,310.2278633117676,4.159726,3.0301282,2.659562110900879,9.04939,42.2876
2464360,348.14062690734863,4.0980587,3.1621282,2.527108192443848,8.63619,44.553795
2465493,418.6035957336426,4.0434923,3.5898702,1.8771556615829468,9.53966,44.08658
2469800,286.9844665527344,4.0960083,3.2828758,1.616687536239624,9.86442,45.679626
2472000,192.75128173828125,4.1584024,3.167662,1.9535605907440183,6.76654,37.814674
2472500,267.13375091552734,4.2561574,3.6184597,1.9936383962631223,6.76541,45.170498
2479155,255.00483322143555,4.4288883,3.2004776,1.4674131870269775,6.65609,58.73141
2479300,214.57003784179688,4.618568,3.2130122,1.4705073833465576,5.84957,51.619556
2479560,217.45230102539065,4.6499906,3.1850972,1.823700308799744,6.14661,54.73793
2481000,171.33955192565918,4.7916427,3.2156103,1.7366859912872314,5.61014,46.62808
2481510,223.47215843200684,4.6208253,3.2160869,1.736718773841858,5.13464,50.965183
3010655,79.8793773651123,3.2845874,2.261309,1.8817719221115112,32.95227,31.983719
3011800,64.50810384750366,3.589425,2.25325,1.960143685340881,19.77674,42.00856
3015500,75.96346807479858,3.5990882,2.2612991,2.0711941719055176,22.04748,31.991686
3021350,79.7756233215332,3.6857357,2.2654057,2.117359638214112,20.02559,22.875505
3026500,73.78636884689331,3.539562,2.2624764,2.144258975982666,15.82974,42.095856
3028000,73.29209351539612,3.464323,2.2630546,2.138862609863281,18.29113,41.517883
3049000,105.91189336776732,3.2924545,2.379358,2.0378787517547607,16.00521,31.58454
3049800,137.49892234802246,3.027024,2.432801,1.5136758089065552,21.30523,27.273684
3050000,55.1279501914978,3.8731253,2.4806497,2.134312629699707,65.76346,26.73643
3066000,41.43691062927246,4.160378,2.4500067,0.5397078990936279,68.69899,29.10392
3069500,45.13590240478516,4.0735183,2.4463277,2.0748305320739746,63.79304,27.922754
3070500,69.71377611160278,3.7002122,2.434852,1.823325634002685,30.19392,34.601448
3076600,85.81437397003174,3.6536865,2.4392269,1.6427855491638184,21.46688,32.358616
3078000,76.73055648803711,3.509217,2.4373631,1.8483572006225584,30.57341,43.035442
3140000,143.97258377075195,2.9130788,2.4426806,1.438400387763977,15.82284,17.967894
3144000,123.83105182647704,2.994623,2.4525154,1.6515686511993408,13.11071,22.552988
3159540,123.50400924682616,3.1457207,2.5159197,2.1637156009674072,10.08158,11.417893
