date,prcp_mm_day,tmean_c,pet_mm_day,qobs_mm_day,sin_doy,cos_doy
1980-10-01,0.0,17.025,3.3057952000000004,0.18314031888614418,-0.99999076,0.004303454
1980-10-02,1.26,19.285,3.2701895,0.19229733483045136,-0.9997685,0.021516105
1980-10-03,3.12,14.825,2.7477489,0.19229733483045136,-0.99925,0.03872238
1980-10-04,0.0,11.685,2.1779933,0.21061136671906583,-0.9984354,0.05591718
1980-10-05,0.0,10.735,2.232693,0.20145435077475857,-0.99732494,0.07309541
1980-10-06,0.0,9.965,2.3640044,0.17398330294183695,-0.9959189,0.09025198
1980-10-07,0.0,11.27,2.5345743,0.15566927105322254,-0.9942179,0.10738181
1980-10-08,0.0,13.27,2.9936924,0.18314031888614418,-0.9922222,0.124479346
1980-10-09,0.0,16.835,3.12832,0.15566927105322254,-0.9899325,0.14154047
1980-10-10,1.79,14.88,2.778864,0.15566927105322254,-0.9873494,0.15855965
1980-10-11,1.86,13.5,2.3820813,0.16482628699752977,-0.98447376,0.17553185
1980-10-12,0.0,12.84,2.5626187000000002,0.18314031888614418,-0.9813065,0.19245155
1980-10-13,0.0,8.84,1.7335779999999998,0.15566927105322254,-0.97784835,0.2093147
1980-10-14,0.0,6.8149999999999995,1.8848082999999998,0.15566927105322254,-0.9741004,0.22611584
1980-10-15,0.0,11.17,2.3276362,0.16482628699752977,-0.97006387,0.24284996
1980-10-16,0.0,14.155000000000001,2.9243436000000003,0.16482628699752977,-0.96573997,0.25951168
1980-10-17,0.0,16.32,3.050246,0.16482628699752977,-0.9611298,0.27609694
1980-10-18,10.49,18.974999999999998,2.5673742,0.16482628699752977,-0.9562348,0.2926004
1980-10-19,0.96,16.095,2.1777055,0.27471047832921625,-0.9510565,0.30901712
1980-10-20,0.0,12.07,2.3923755,0.2289253986076802,-0.94559634,0.3253423
1980-10-21,0.0,12.325,2.2786775,0.19229733483045136,-0.93985593,0.34157106
1980-10-22,0.0,12.889999999999999,2.286645,0.17398330294183695,-0.93383723,0.35769817
1980-10-23,0.0,7.244999999999999,2.0217075,0.18314031888614418,-0.9275417,0.37371975
1980-10-24,0.0,7.029999999999999,1.8085824000000001,0.18314031888614418,-0.9209712,0.38963056
1980-10-25,44.18,9.86,1.6482717,1.7764610931955986,-0.9141279,0.40542594
1980-10-26,24.81,6.115,1.2840661,1.1995690887042443,-0.90701365,0.42110115
1980-10-27,0.0,5.28,1.2622178,0.39375168560520996,-0.89963067,0.4366516
1980-10-28,3.48,9.42,1.5391883,0.31133854210644507,-0.89198136,0.45207223
1980-10-29,0.0,6.359999999999999,1.5394272,0.2838674942735235,-0.8840675,0.4673593
1980-10-30,0.0,5.1,1.4438677,0.25639644644060183,-0.8758916,0.4825079
1980-10-31,0.0,6.43,1.820236,0.23808241455198742,-0.8674562,0.49751353
1980-11-01,0.0,9.315,1.7493284,0.2472394304962946,-0.85876375,0.5123717
1980-11-02,0.0,6.3500000000000005,1.4418206,0.219768382663373,-0.8498171,0.52707773
1980-11-03,0.0,5.115,1.5906881000000002,0.2289253986076802,-0.8406184,0.5416279
1980-11-04,4.46,8.835,1.3063373999999999,0.2289253986076802,-0.8311705,0.5560176
1980-11-05,0.0,8.08,1.2827536,0.2838674942735235,-0.8214764,0.5702425
1980-11-06,0.0,4.505000000000001,1.4248283000000002,0.25639644644060183,-0.8115391,0.5842981
1980-11-07,0.0,10.025,1.875171,0.2289253986076802,-0.8013611,0.5981809
1980-11-08,1.05,13.42,1.6885599999999998,0.2472394304962946,-0.7909456,0.61188644
1980-11-09,0.6,9.69,1.6481698,0.2289253986076802,-0.7802957,0.6254107
1980-11-10,1.34,8.65,1.3329178999999998,0.23808241455198742,-0.76941466,0.6387496
1980-11-11,0.0,3.46,0.9815848,0.2289253986076802,-0.7583059,0.6518989
1980-11-12,0.0,3.6599999999999997,1.035908,0.20145435077475857,-0.7469721,0.66485536
1980-11-13,0.0,6.655,1.4444933,0.21061136671906583,-0.735417,0.6776148
1980-11-14,0.0,10.555,1.6266975000000001,0.21061136671906583,-0.72364396,0.6901735
1980-11-15,0.0,10.425,1.3786486,0.2289253986076802,-0.71165645,0.70252764
1980-11-16,1.58,3.45,0.9325146999999999,0.219768382663373,-0.69945806,0.71467364
1980-11-17,5.63,-0.5699999999999998,0.8149561,0.2289253986076802,-0.6870525,0.7266078
1980-11-18,21.1,0.19499999999999984,0.5930572,1.0164287698181,-0.6744436,0.7383264
1980-11-19,0.0,0.53,0.7273626,0.6593051479901191,-0.6616345,0.7498265
1980-11-20,0.0,0.5550000000000002,0.91223973,0.39375168560520996,-0.64862937,0.7611044
1980-11-21,0.0,1.915,1.0690104999999999,0.32965257399505954,-0.63543206,0.7721568
1980-11-22,0.0,3.9499999999999997,1.0246521,0.3021815261621379,-0.6220468,0.78298
1980-11-23,0.0,3.0,1.0550116000000003,0.27471047832921625,-0.6084769,0.7935716
1980-11-24,29.41,5.34,0.75573874,2.0053864918032787,-0.5947266,0.803928
1980-11-25,6.96,5.140000000000001,0.7944321999999999,2.325882049854031,-0.5808001,0.8140462
1980-11-26,0.0,2.085,0.8885653,0.6959332117673478,-0.5667019,0.8239229
1980-11-27,0.0,1.4500000000000002,0.75452995,0.5219499088255108,-0.5524354,0.8335557
1980-11-28,6.19,2.46,0.62767494,0.6409911161015046,-0.5380052,0.8429415
1980-11-29,0.0,2.6500000000000004,0.55748445,0.5768920044913541,-0.5234155,0.85207754
1980-11-30,0.0,4.6850000000000005,0.88284826,0.44869378127105325,-0.5086708,0.8609611
1980-12-01,0.0,8.6,1.3423022,0.39375168560520996,-0.4937753,0.8695895
1980-12-02,0.0,9.215,1.4574621,0.3754376537165955,-0.4787335,0.87796026
1980-12-03,2.31,5.84,1.2874045,0.3754376537165955,-0.46354985,0.88607085
1980-12-04,0.0,-1.0750000000000002,0.7018485999999999,0.32965257399505954,-0.44822884,0.8939189
1980-12-05,0.0,-0.4500000000000002,0.73534936,0.31133854210644507,-0.43277502,0.90150195
1980-12-06,0.0,2.8149999999999995,1.0024161,0.3388095899393667,-0.4171938,0.9088175
