date,prcp_mm_day,tmean_c,pet_mm_day,qobs_mm_day,sin_doy,cos_doy
1980-10-01,0.0,19.96,4.0189223,0.010754515071925447,-0.99999076,0.004303454
1980-10-02,0.0,16.255000000000003,3.4323913999999998,0.009410200687934765,-0.9997685,0.021516105
1980-10-03,0.0,14.585,3.9888019999999997,0.009141337811136631,-0.99925,0.03872238
1980-10-04,0.0,16.74,3.900493,0.009141337811136631,-0.9984354,0.05591718
1980-10-05,0.0,18.31,3.8219199999999995,0.008738043495939426,-0.99732494,0.07309541
1980-10-06,0.0,19.155,3.9220555,0.008738043495939426,-0.9959189,0.09025198
1980-10-07,0.0,20.2,4.283804,0.00779702342714595,-0.9942179,0.10738181
1980-10-08,0.0,20.740000000000002,4.290472,0.00779702342714595,-0.9922222,0.124479346
1980-10-09,0.0,19.945,4.1980724,0.00779702342714595,-0.9899325,0.14154047
1980-10-10,0.0,18.814999999999998,3.7545936,0.007393729111948746,-0.9873494,0.15855965
1980-10-11,0.0,12.78,3.1500173,0.007393729111948746,-0.98447376,0.17553185
1980-10-12,0.0,16.275,3.4239647000000004,0.007393729111948746,-0.9813065,0.19245155
1980-10-13,0.0,21.28,3.6510065000000003,0.007393729111948746,-0.97784835,0.2093147
1980-10-14,0.0,20.75,3.4375827000000005,0.007393729111948746,-0.9741004,0.22611584
1980-10-15,0.0,20.685,3.0412424,0.008334749180742222,-0.97006387,0.24284996
1980-10-16,18.36,17.255,2.8951876,0.010082357879930108,-0.96573997,0.25951168
1980-10-17,0.0,10.415,2.5942059,0.010082357879930108,-0.9611298,0.27609694
1980-10-18,0.0,9.58,2.255907,0.010082357879930108,-0.9562348,0.2926004
1980-10-19,0.0,10.935,2.5604174,0.009679063564732903,-0.9510565,0.30901712
1980-10-20,0.0,14.49,3.0228581,0.009679063564732903,-0.94559634,0.3253423
1980-10-21,0.0,15.08,3.1092037999999995,0.008738043495939426,-0.93985593,0.34157106
1980-10-22,0.0,15.285,2.9746884999999996,0.009141337811136631,-0.93383723,0.35769817
1980-10-23,0.0,12.765,2.5672648,0.008738043495939426,-0.9275417,0.37371975
1980-10-24,0.0,5.745,1.8885188999999998,0.009410200687934765,-0.9209712,0.38963056
1980-10-25,0.0,6.995,2.0130011999999997,0.009410200687934765,-0.9141279,0.40542594
1980-10-26,0.0,8.844999999999999,2.0978422,0.009410200687934765,-0.90701365,0.42110115
1980-10-27,2.28,7.255,1.7677602,0.009679063564732903,-0.89963067,0.4366516
1980-10-28,2.06,2.58,1.2262993,0.010082357879930108,-0.89198136,0.45207223
1980-10-29,0.0,3.36,1.8362093999999998,0.009679063564732903,-0.8840675,0.4673593
1980-10-30,0.0,9.105,2.4239647,0.009679063564732903,-0.8758916,0.4825079
1980-10-31,0.0,12.885,2.8196156,0.009275769249535699,-0.8674562,0.49751353
1980-11-01,0.0,12.765,2.5751956000000003,0.009006906372737562,-0.85876375,0.5123717
1980-11-02,0.0,13.819999999999999,2.8050517999999998,0.008738043495939426,-0.8498171,0.52707773
1980-11-03,0.0,14.280000000000001,2.4182565,0.00860361205754036,-0.8406184,0.5416279
1980-11-04,0.0,11.459999999999999,2.4039085,0.008065886303944086,-0.8311705,0.5560176
1980-11-05,0.0,13.65,2.4680095,0.008334749180742222,-0.8214764,0.5702425
1980-11-06,0.0,16.86,2.9178786,0.008334749180742222,-0.8115391,0.5842981
1980-11-07,0.0,17.625,2.8165742999999996,0.008065886303944086,-0.8013611,0.5981809
1980-11-08,0.0,18.395,3.0206668,0.008200317742343153,-0.7909456,0.61188644
1980-11-09,0.0,15.005,2.683395,0.00860361205754036,-0.7802957,0.6254107
1980-11-10,0.0,13.905,2.2774785,0.008738043495939426,-0.76941466,0.6387496
1980-11-11,0.0,16.635,2.3110112999999997,0.008334749180742222,-0.7583059,0.6518989
1980-11-12,0.0,16.93,2.201755,0.008334749180742222,-0.7469721,0.66485536
1980-11-13,0.0,11.61,2.0937547999999997,0.00860361205754036,-0.735417,0.6776148
1980-11-14,0.57,1.85,0.6889714,0.008738043495939426,-0.72364396,0.6901735
1980-11-15,0.0,2.135,0.8067015999999999,0.009141337811136631,-0.71165645,0.70252764
1980-11-16,0.0,0.43499999999999983,0.8257655999999999,0.009544632126333837,-0.69945806,0.71467364
