date,prcp_mm_day,tmean_c,pet_mm_day,qobs_mm_day,sin_doy,cos_doy
1980-10-01,0.0,10.38,2.9540813,0.21891568676334466,-0.99999076,0.004303454
1980-10-02,0.0,7.015000000000001,2.623473,0.21891568676334466,-0.9997685,0.021516105
1980-10-03,0.0,5.6450000000000005,2.2905233,0.21891568676334466,-0.99925,0.03872238
1980-10-04,0.0,6.39,2.3794397999999997,0.21891568676334466,-0.9984354,0.05591718
1980-10-05,0.0,6.895,2.4305842,0.21891568676334466,-0.99732494,0.07309541
1980-10-06,0.0,6.64,2.4260478,0.21891568676334466,-0.9959189,0.09025198
1980-10-07,0.0,8.174999999999999,2.5863187,0.21891568676334466,-0.9942179,0.10738181
1980-10-08,0.0,9.930000000000001,2.9222186000000003,0.21136686997840173,-0.9922222,0.124479346
1980-10-09,0.0,7.785,2.5212746,0.21136686997840173,-0.9899325,0.14154047
1980-10-10,0.0,5.949999999999999,2.3470008,0.21136686997840173,-0.9873494,0.15855965
1980-10-11,0.0,6.295000000000001,2.3430455,0.20381805319345886,-0.98447376,0.17553185
1980-10-12,0.0,5.84,1.9752113999999998,0.21136686997840173,-0.9813065,0.19245155
1980-10-13,3.53,5.08,1.7104542,0.2264645035482876,-0.97784835,0.2093147
1980-10-14,0.0,1.915,1.3157378,0.2264645035482876,-0.9741004,0.22611584
1980-10-15,9.43,2.3700000000000006,1.6189793,0.2264645035482876,-0.97006387,0.24284996
1980-10-16,10.25,-3.4750000000000005,1.116853,0.21891568676334466,-0.96573997,0.25951168
1980-10-17,10.28,-6.095,0.64012957,0.21136686997840173,-0.9611298,0.27609694
1980-10-18,0.0,-6.755,0.5804373,0.20381805319345886,-0.9562348,0.2926004
1980-10-19,0.0,-3.5500000000000003,1.0117205,0.19626923640851593,-0.9510565,0.30901712
1980-10-20,0.0,-1.79,1.342083,0.18872041962357297,-0.94559634,0.3253423
1980-10-21,0.0,-0.7399999999999998,1.3873937,0.18872041962357297,-0.93985593,0.34157106
1980-10-22,0.0,-1.6649999999999996,1.2589517,0.18872041962357297,-0.93383723,0.35769817
1980-10-23,2.82,-5.885,1.0001745000000002,0.17362278605368714,-0.9275417,0.37371975
1980-10-24,0.0,-8.63,0.6471260999999999,0.16607396926874424,-0.9209712,0.38963056
1980-10-25,0.0,-3.1899999999999995,1.2637275,0.15852515248380128,-0.9141279,0.40542594
1980-10-26,0.0,0.4900000000000002,1.3707108000000001,0.17362278605368714,-0.90701365,0.42110115
1980-10-27,2.48,-4.654999999999999,0.88085824,0.18872041962357297,-0.89963067,0.4366516
1980-10-28,0.0,-9.434999999999999,0.5995798000000001,0.18117160283863004,-0.89198136,0.45207223
1980-10-29,0.0,-8.86,0.6195586,0.18117160283863004,-0.8840675,0.4673593
1980-10-30,0.0,-2.0149999999999997,1.1351078000000001,0.18872041962357297,-0.8758916,0.4825079
1980-10-31,0.0,1.5950000000000002,1.3758521000000001,0.19626923640851593,-0.8674562,0.49751353
1980-11-01,0.0,0.5,1.2424229,0.19626923640851593,-0.85876375,0.5123717
1980-11-02,0.0,3.045,1.4930813,0.20381805319345886,-0.8498171,0.52707773
1980-11-03,0.0,0.10499999999999998,1.1879005,0.21891568676334466,-0.8406184,0.5416279
1980-11-04,0.0,-0.06000000000000005,0.960125,0.2264645035482876,-0.8311705,0.5560176
1980-11-05,0.0,-0.3150000000000004,0.9941094000000001,0.23401332033323052,-0.8214764,0.5702425
1980-11-06,0.0,2.8449999999999998,1.2939558999999998,0.2264645035482876,-0.8115391,0.5842981
1980-11-07,0.0,3.665,1.1960864,0.2264645035482876,-0.8013611,0.5981809
1980-11-08,0.0,3.1949999999999994,1.1675111,0.21891568676334466,-0.7909456,0.61188644
1980-11-09,0.0,2.0949999999999998,1.1736463,0.21891568676334466,-0.7802957,0.6254107
1980-11-10,0.0,3.47,1.4236891,0.21891568676334466,-0.76941466,0.6387496
1980-11-11,0.0,4.81,1.5023772,0.21891568676334466,-0.7583059,0.6518989
1980-11-12,0.0,4.575,1.3301445,0.21891568676334466,-0.7469721,0.66485536
1980-11-13,10.92,1.7149999999999999,1.0477872,0.21891568676334466,-0.735417,0.6776148
1980-11-14,9.24,-4.935,0.7674554,0.18872041962357297,-0.72364396,0.6901735
1980-11-15,0.0,-12.265,0.34017223,0.15852515248380128,-0.71165645,0.70252764
1980-11-16,0.0,-12.485,0.2983491,0.16607396926874424,-0.69945806,0.71467364
1980-11-17,0.0,-15.399999999999999,0.13112393,0.17362278605368714,-0.6870525,0.7266078
1980-11-18,0.0,-10.145,0.45339709999999994,0.17362278605368714,-0.6744436,0.7383264
1980-11-19,0.0,-8.005,0.5982672,0.17362278605368714,-0.6616345,0.7498265
1980-11-20,0.0,-8.325,0.5427255999999999,0.17362278605368714,-0.64862937,0.7611044
1980-11-21,0.0,-6.9750000000000005,0.63462347,0.17362278605368714,-0.63543206,0.7721568
1980-11-22,0.0,-7.085,0.60329366,0.17362278605368714,-0.6220468,0.78298
1980-11-23,0.0,-8.565000000000001,0.43223527,0.17362278605368714,-0.6084769,0.7935716
1980-11-24,5.21,-7.619999999999999,0.46959558,0.17362278605368714,-0.5947266,0.803928
1980-11-25,0.0,-9.805,0.46840417,0.17362278605368714,-0.5808001,0.8140462
1980-11-26,0.0,-9.84,0.38899985,0.1509763356988584,-0.5667019,0.8239229
1980-11-27,0.0,-12.705,0.22983775,0.13587870212897254,-0.5524354,0.8335557
1980-11-28,0.0,-7.925000000000001,0.42442217,0.15852515248380128,-0.5380052,0.8429415
1980-11-29,0.0,-2.87,0.5976107,0.18117160283863004,-0.5234155,0.85207754
1980-11-30,0.0,-0.2749999999999999,0.8192324000000001,0.18117160283863004,-0.5086708,0.8609611
1980-12-01,0.0,-0.56,0.7379283,0.18117160283863004,-0.4937753,0.8695895
1980-12-02,0.0,-5.2299999999999995,0.5447687,0.18117160283863004,-0.4787335,0.87796026
1980-12-03,0.0,0.8600000000000003,0.8053033,0.18117160283863004,-0.46354985,0.88607085
1980-12-04,0.0,1.0500000000000003,0.8435224,0.18117160283863004,-0.44822884,0.8939189
1980-12-05,0.0,-0.6950000000000003,0.748449,0.18117160283863004,-0.43277502,0.90150195
1980-12-06,11.4,-4.565,0.5214006,0.18117160283863004,-0.4171938,0.9088175
1980-12-07,6.92,-5.93,0.49626702,0.18117160283863004,-0.4014881,0.9158642
1980-12-08,0.0,-7.6850000000000005,0.52046525,0.18117160283863004,-0.38566345,0.92263955
1980-12-09,0.0,-9.27,0.42086518,0.1509763356988584,-0.36972448,0.92914146
